,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
6070,15-05-2016,Arsenal,Aston Villa,4,0,61,27,36,72,1.789473684,0.447368421,D,W,D,W,D,D,L,L,L,L,3,17,38,DWDWD,DLLLL,9,1,0,0,0,0,0,0,1,0,0.657894737,-1.184210526,1.342105263,0.210526316,-14
